,Load: Load Number,Load: Created Date,Actual Pickup Date,Origin Zip Code,Destination Zip Code,Origin State,Destination State,Mode,Linear Feet,Total Weight,Distance (Miles),Total HU,Revenue (Mixed) Currency,Revenue (Mixed),Carrier Cost (Mixed) Currency,Carrier Cost (Mixed),Target buy rate,GS Network buy rate
437,SHP4803167,3/28/2024,4/3/2024,80504,77060,Colorado,Texas,Partial F/SD (LTL Spot Market),23.0,13228.0,1051.71,2.0,USD,1495.0,USD,1500.0,1368.0,1346.0
438,SHP4800587,3/27/2024,4/3/2024,21074,33195,Maryland,Florida,Partial Van (LTL Spot Market),14.0,7800.0,1127.04,8.0,USD,1350.0,USD,1200.0,2411.0,2296.0
439,SHP4798323,3/27/2024,4/2/2024,64836,33166,Missouri,Florida,Partial Van (LTL Spot Market),14.0,2555.0,1400.83,1.0,USD,250.0,USD,150.0,3317.0,3212.0
440,SHP4798185,3/27/2024,4/2/2024,97132,77036,Oregon,Texas,Partial Van (LTL Spot Market),9.0,1050.0,2321.1,1.0,USD,1506.0,USD,1540.0,3665.0,3746.0
441,SHP4797799,3/27/2024,3/28/2024,21236,33178,Maryland,Florida,Partial Van (LTL Spot Market),21.0,5501.0,1114.71,9.0,USD,1299.0,USD,1200.0,2382.0,2270.0
442,SHP4797361,3/27/2024,4/7/2024,91761,78045,California,Texas,Partial Van (LTL Spot Market),12.0,2970.0,1462.22,6.0,USD,1070.0,USD,1000.0,2506.0,2438.0
443,SHP4796890,3/27/2024,3/29/2024,60542,07047,Illinois,New Jersey,Partial Van (LTL Spot Market),28.0,17446.0,823.33,14.0,USD,1787.52,USD,1400.0,1880.0,1832.0
444,SHP4796434,3/26/2024,3/28/2024,75019,07047,Texas,New Jersey,Partial Van (LTL Spot Market),16.0,13647.0,1562.38,8.0,USD,1369.83,USD,1300.0,2813.0,2810.0
445,SHP4796134,3/26/2024,3/28/2024,30107,33126,Georgia,Florida,Partial Van (LTL Spot Market),20.0,6250.0,724.85,10.0,USD,1593.74,USD,1100.0,1806.0,1771.0
446,SHP4795766,3/26/2024,4/3/2024,78045,19605,Texas,Pennsylvania,Partial Van (LTL Spot Market),24.0,12692.0,1866.32,11.0,USD,2788.0,USD,2550.0,3809.0,3800.0
447,SHP4795711,3/26/2024,4/1/2024,60484,33126,Illinois,Florida,Partial Van (LTL Spot Market),22.5,19003.0,1374.38,11.0,USD,1799.0,USD,1680.0,3066.0,3054.0
448,SHP4795404,3/26/2024,4/4/2024,89011,33142,Nevada,Florida,Partial F/SD (LTL Spot Market),17.0,3200.0,2499.09,1.0,USD,2699.0,USD,2400.0,4765.0,4836.0
449,SHP4795035,3/26/2024,4/1/2024,77036,43420,Texas,Ohio,Partial Van (LTL Spot Market),0.01,5100.0,1266.65,2.0,USD,850.0,USD,800.0,2353.0,2301.0
450,SHP4794281,3/26/2024,3/28/2024,64153,33122,Missouri,Florida,Partial Van (LTL Spot Market),28.0,8137.0,1489.89,14.0,USD,1837.69,USD,1600.0,3231.0,3121.0
451,SHP4793823,3/26/2024,4/5/2024,53532,33018,Wisconsin,Florida,Partial Van (LTL Spot Market),20.0,5049.0,1535.86,10.0,USD,2453.0,USD,1900.0,3312.0,3261.0
452,SHP4793697,3/26/2024,4/1/2024,27107,33122,North Carolina,Florida,Partial Van (LTL Spot Market),22.0,8421.0,821.57,9.0,USD,1563.45,USD,1100.0,1951.0,1933.0
453,SHP4792365,3/25/2024,4/25/2024,66031,33166,Kansas,Florida,Partial Van (LTL Spot Market),20.0,10148.0,1497.11,9.0,USD,1724.53,USD,1600.0,3152.0,3012.0
454,SHP4792175,3/25/2024,3/27/2024,91710,08701,California,New Jersey,Partial Van (LTL Spot Market),21.33,2406.0,2757.38,8.0,USD,3114.0,USD,2700.0,5094.0,4881.0
455,SHP4792048,3/25/2024,3/26/2024,33166,82718,Florida,Wyoming,Partial Van (LTL Spot Market),12.0,11332.0,2314.41,3.0,USD,3045.0,USD,2350.0,3750.0,3787.0
456,SHP4790794,3/25/2024,3/28/2024,37760,90220,Tennessee,California,Partial F/SD (LTL Spot Market),17.0,12100.0,2218.51,1.0,USD,2650.0,USD,2300.0,4806.0,4653.0
457,SHP4790511,3/25/2024,3/27/2024,77088,33172,Texas,Florida,Partial F/SD (LTL Spot Market),20.0,18690.0,1207.82,5.0,USD,1623.0,USD,1500.0,2746.0,2779.0
458,SHP4788657,3/22/2024,4/1/2024,99006,33018,Washington,Florida,Partial F/SD (LTL Spot Market),21.0,10500.0,3046.87,3.0,USD,3300.0,USD,3000.0,6049.0,6314.0
459,SHP4788459,3/22/2024,4/1/2024,76135,33166,Texas,Florida,Partial F/SD (LTL Spot Market),7.0,250.0,1354.57,1.0,USD,1123.0,USD,850.0,3002.0,2933.0
460,SHP4788447,3/22/2024,4/12/2024,01604,98273,Massachusetts,Washington,Partial F/SD (LTL Spot Market),19.0,5929.0,3076.58,1.0,USD,300.0,USD,300.0,6346.0,6426.0
461,SHP4787247,3/22/2024,3/26/2024,49221,27927,Michigan,North Carolina,Partial Van (LTL Spot Market),0.01,301.0,804.03,1.0,USD,525.0,USD,400.0,1893.0,1878.0
462,SHP4787060,3/22/2024,3/28/2024,77571,33155,Texas,Florida,Partial Van (LTL Spot Market),8.0,10000.0,1185.18,4.0,USD,1074.58,USD,1070.0,2731.0,2738.0
463,SHP4786596,3/22/2024,3/22/2024,60174,33172,Illinois,Florida,Partial Van (LTL Spot Market),19.0,19696.0,1420.29,10.0,USD,2100.0,USD,1600.0,2931.0,3065.0
464,SHP4785721,3/22/2024,3/25/2024,14624,33166,New York,Florida,Partial Van (LTL Spot Market),14.0,8011.0,1444.08,20.0,USD,1552.0,USD,1187.0,3243.0,3213.0
465,SHP4784696,3/21/2024,3/26/2024,61080,33166,Illinois,Florida,Partial Van (LTL Spot Market),12.0,5621.0,1489.03,7.0,USD,1215.36,USD,1000.0,3336.0,3245.0
466,SHP4784498,3/21/2024,3/25/2024,75247,33172,Texas,Florida,Partial Van (LTL Spot Market),8.17,4000.0,1329.74,1.0,USD,1215.36,USD,900.0,2764.0,2708.0
467,SHP4782817,3/21/2024,3/25/2024,33014,64011,Florida,Missouri,Partial F/SD (LTL Spot Market),10.0,4100.0,1432.68,1.0,USD,1288.82,USD,1178.87,2515.0,2507.0
468,SHP4782783,3/21/2024,4/25/2024,17815,33178,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),19.01,1501.0,1270.83,2.0,USD,1965.0,USD,1800.0,2616.0,2634.0
469,SHP4778354,3/20/2024,3/21/2024,53405,33178,Wisconsin,Florida,Partial Van (LTL Spot Market),7.0,6260.0,1466.65,1.0,USD,1332.0,USD,950.0,3234.0,3250.0
470,SHP4778132,3/20/2024,4/12/2024,60618,33182,Illinois,Florida,Partial Van (LTL Spot Market),16.0,15200.0,1405.45,8.0,USD,1848.0,USD,1200.0,2999.0,3014.0
471,SHP4778097,3/20/2024,3/21/2024,70508,90250,Louisiana,California,Partial F/SD (LTL Spot Market),18.0,3700.0,1778.95,1.0,USD,2150.0,USD,1900.0,4296.0,4301.0
472,SHP4777710,3/20/2024,4/4/2024,24153,33178,Virginia,Florida,Partial F/SD (LTL Spot Market),9.0,6085.0,924.52,1.0,USD,250.0,USD,150.0,2277.0,2225.0
473,SHP4777599,3/19/2024,3/21/2024,07032,33178,New Jersey,Florida,Partial Van (LTL Spot Market),20.0,16700.0,1277.33,9.0,USD,1391.73,USD,1200.0,2574.0,2564.0
474,SHP4776816,3/19/2024,3/21/2024,84663,06770,Utah,Connecticut,Partial F/SD (LTL Spot Market),9.0,4000.0,2287.23,1.0,USD,2080.0,USD,1900.0,4444.0,4498.0
475,SHP4776644,3/19/2024,3/28/2024,18706,33178,Pennsylvania,Florida,Partial Van (LTL Spot Market),14.0,3360.0,1277.26,8.0,USD,1375.0,USD,1475.0,2458.0,2497.0
476,SHP4775021,3/19/2024,3/22/2024,89502,13206,Nevada,New York,Partial Van (LTL Spot Market),20.0,3000.0,2575.3,2.0,USD,2450.0,USD,2000.0,4561.0,3928.0
477,SHP4772069,3/18/2024,3/22/2024,54220,33178,Wisconsin,Florida,Partial Van (LTL Spot Market),22.01,6250.0,1561.98,56.0,USD,2229.0,USD,1600.0,3550.0,3521.0
478,SHP4771251,3/18/2024,3/20/2024,33321,78226,Florida,Texas,Partial F/SD (LTL Spot Market),15.0,1100.0,1362.36,1.0,USD,1370.0,USD,1100.0,2361.0,2368.0
479,SHP4771033,3/18/2024,3/18/2024,92860,33178,California,Florida,Partial Van (LTL Spot Market),13.0,4462.0,2695.46,3.0,USD,2079.0,USD,1870.0,5400.0,5463.0
480,SHP4768465,3/15/2024,3/18/2024,04011,71901,Maine,Arkansas,Partial F/SD (LTL Spot Market),0.01,2000.0,1621.8,2.0,USD,1290.0,USD,1150.0,3272.0,3248.0
481,SHP4766553,3/15/2024,3/18/2024,53186,33182,Wisconsin,Florida,Partial F/SD (LTL Spot Market),19.42,600.0,1505.31,3.0,USD,1545.0,USD,1200.0,3324.0,3361.0
482,SHP4763798,3/14/2024,3/25/2024,63368,32220,Missouri,Florida,Partial Van (LTL Spot Market),19.25,9877.0,927.99,3.0,USD,1628.0,USD,1200.0,2385.0,2319.0
483,SHP4762976,3/14/2024,4/5/2024,47725,33166,Indiana,Florida,Partial F/SD (LTL Spot Market),13.0,9824.0,1075.41,5.0,USD,1523.0,USD,1600.0,3011.0,2987.0
484,SHP4761871,3/14/2024,3/15/2024,75766,33166,Texas,Florida,Partial Van (LTL Spot Market),14.5,7514.0,1251.07,8.0,USD,1204.12,USD,1100.0,2714.0,2765.0
485,SHP4761505,3/14/2024,3/19/2024,63044,33018,Missouri,Florida,Partial Van (LTL Spot Market),20.0,6821.0,1236.3,10.0,USD,2375.0,USD,2000.0,3128.0,3022.0
486,SHP4760052,3/13/2024,3/14/2024,77304,57053,Texas,South Dakota,Partial F/SD (LTL Spot Market),14.0,925.0,997.98,1.0,USD,1321.0,USD,1200.0,2531.0,2545.0
487,SHP4757752,3/13/2024,3/20/2024,15342,33178,Pennsylvania,Florida,Partial Van (LTL Spot Market),26.0,10479.0,1165.24,25.0,USD,1687.3,USD,1300.0,2752.0,2720.0
488,SHP4754838,3/12/2024,3/14/2024,90220,78465,California,Texas,Partial Van (LTL Spot Market),5.0,6656.0,1498.3,1.0,USD,1391.0,USD,1240.0,2623.0,2586.0
489,SHP4754495,3/12/2024,3/13/2024,77029,46112,Texas,Indiana,Partial Van (LTL Spot Market),25.0,4498.0,1019.88,11.0,USD,1380.0,USD,1200.0,1877.0,1751.0
490,SHP4754019,3/12/2024,3/14/2024,76177,62704,Texas,Illinois,Partial F/SD (LTL Spot Market),4.0,6234.0,744.14,1.0,USD,898.0,USD,790.0,1662.0,1548.0
491,SHP4752669,3/12/2024,3/19/2024,91702,33178,California,Florida,Partial F/SD (LTL Spot Market),17.0,4900.0,2716.53,2.0,USD,2700.0,USD,2400.0,5112.0,5060.0
492,SHP4752461,3/12/2024,3/13/2024,97042,90640,Oregon,California,Partial F/SD (LTL Spot Market),11.0,3100.0,962.28,2.0,USD,1217.0,USD,950.0,2323.0,2403.0
493,SHP4750312,3/11/2024,3/19/2024,38127,08829,Tennessee,New Jersey,Partial F/SD (LTL Spot Market),20.0,1720.0,1068.5,3.0,USD,1864.0,USD,1450.0,2733.0,2810.0
494,SHP4746294,3/8/2024,3/15/2024,89115,33166,Nevada,Florida,Partial Van (LTL Spot Market),16.0,3348.0,1349.86,8.0,USD,2191.0,USD,1900.0,5059.0,5046.0
495,SHP4746244,3/8/2024,3/11/2024,91702,33178,California,Florida,Partial F/SD (LTL Spot Market),0.01,2450.0,2716.53,1.0,USD,3147.0,USD,2450.0,4983.0,4894.0
496,SHP4745936,3/8/2024,3/12/2024,07105,33178,New Jersey,Florida,Partial Van (LTL Spot Market),8.0,5600.0,1277.59,3.0,USD,1436.0,USD,950.0,2546.0,2516.0
497,SHP4745525,3/8/2024,3/11/2024,44690,33166,Ohio,Florida,Partial Van (LTL Spot Market),12.0,4992.0,1189.19,9.0,USD,1425.0,USD,1100.0,3009.0,3081.0
498,SHP4744795,3/8/2024,3/12/2024,76543,07631,Texas,New Jersey,Partial F/SD (LTL Spot Market),22.0,3360.0,1703.56,1.0,USD,2082.0,USD,1750.0,3565.0,3584.0
499,SHP4744433,3/7/2024,3/14/2024,78572,95838,Texas,California,Partial Van (LTL Spot Market),18.0,2988.0,1988.46,8.0,USD,2286.0,USD,2100.0,3797.0,3680.0
500,SHP4744396,3/7/2024,3/11/2024,53532,33018,Wisconsin,Florida,Partial Van (LTL Spot Market),20.0,5048.0,1535.85,10.0,USD,2211.0,USD,1850.0,3549.0,3476.0
501,SHP4743783,3/7/2024,3/13/2024,78045,34771,Texas,Florida,Partial Van (LTL Spot Market),20.0,18085.0,1330.93,12.0,USD,2283.0,USD,1900.0,3192.0,3164.0
502,SHP4743626,3/7/2024,3/8/2024,08837,33178,New Jersey,Florida,Partial Van (LTL Spot Market),24.0,9953.0,1260.28,11.0,USD,2038.0,USD,1800.0,2624.0,2570.0
503,SHP4742377,3/7/2024,3/8/2024,18202,33178,Pennsylvania,Florida,Partial Van (LTL Spot Market),13.0,6600.0,1257.83,6.0,USD,1084.08,USD,1000.0,2602.0,2597.0
504,SHP4742089,3/7/2024,3/8/2024,78557,33166,Texas,Florida,Partial Van (LTL Spot Market),15.1,3188.0,1544.33,8.0,USD,1471.69,USD,1300.0,3392.0,3330.0
505,SHP4741063,3/7/2024,3/7/2024,44627,33166,Ohio,Florida,Partial Van (LTL Spot Market),16.0,4856.0,1205.17,14.0,USD,1595.0,USD,1300.0,3027.0,3023.0
506,SHP4740375,3/6/2024,3/20/2024,78681,33172,Texas,Florida,Partial F/SD (LTL Spot Market),7.0,14020.0,1364.49,2.0,USD,1500.0,USD,1500.0,2838.0,2922.0
507,SHP4738128,3/6/2024,3/7/2024,53050,33166,Wisconsin,Florida,Partial Van (LTL Spot Market),20.0,20220.0,1539.28,10.0,USD,2430.0,USD,1650.0,3539.0,3549.0
508,SHP4738000,3/6/2024,3/8/2024,32750,78045,Florida,Texas,Partial Van (LTL Spot Market),16.0,5184.0,1309.52,8.0,USD,1198.0,USD,950.0,1687.0,1749.0
509,SHP4735318,3/5/2024,3/26/2024,36571,33166,Alabama,Florida,Partial F/SD (LTL Spot Market),17.0,6614.0,736.06,1.0,USD,1264.0,USD,1000.0,2172.0,2188.0
510,SHP4734552,3/5/2024,3/6/2024,76712,28150,Texas,North Carolina,Partial F/SD (LTL Spot Market),26.0,2318.0,1040.49,2.0,USD,1723.0,USD,1350.0,2099.0,2045.0
511,SHP4732908,3/4/2024,3/5/2024,33018,33610,Florida,Florida,Partial Van (LTL Spot Market),8.01,2610.0,2745.11,4.0,USD,396.0,USD,330.0,507.0,518.0
512,SHP4732439,3/4/2024,3/6/2024,27055,33166,North Carolina,Florida,Partial Van (LTL Spot Market),18.33,7579.0,812.08,9.0,USD,1498.0,USD,1200.0,1963.0,1953.0
513,SHP4730349,3/4/2024,3/4/2024,33010,27405,Florida,North Carolina,Partial Van (LTL Spot Market),3.33,8143.0,804.72,22.0,USD,800.0,USD,685.0,955.0,992.0
514,SHP4727480,3/1/2024,3/6/2024,77032,33178,Texas,Florida,Partial Van (LTL Spot Market),4.0,5800.0,1203.98,1.0,USD,1239.0,USD,1000.0,2679.0,2651.0
515,SHP4726981,3/1/2024,3/4/2024,07036,33172,New Jersey,Florida,Partial Van (LTL Spot Market),24.0,19000.0,1274.56,13.0,USD,1688.68,USD,1500.0,2734.0,2675.0
516,SHP4724615,2/29/2024,3/6/2024,46767,84404,Indiana,Utah,Partial Van (LTL Spot Market),24.0,3473.0,1509.5,12.0,USD,2590.0,USD,1750.0,3201.0,3156.0
517,SHP4724235,2/29/2024,3/7/2024,60069,33182,Illinois,Florida,Partial F/SD (LTL Spot Market),24.83,5071.0,1432.42,3.0,USD,2344.0,USD,1900.0,3069.0,3197.0
518,SHP4722635,2/29/2024,3/1/2024,80007,33126,Colorado,Florida,Partial Van (LTL Spot Market),13.3,4875.0,2084.97,6.0,USD,250.0,USD,150.0,3657.0,3565.0
519,SHP4722305,2/29/2024,2/29/2024,53144,33172,Wisconsin,Florida,Partial Van (LTL Spot Market),19.0,6743.0,1465.62,21.0,USD,2641.0,USD,2100.0,3311.0,3332.0
520,SHP4721525,2/29/2024,3/1/2024,92705,33178,California,Florida,Partial Van (LTL Spot Market),8.0,13500.0,2720.2,3.0,USD,2150.0,USD,1900.0,5310.0,5396.0
521,SHP4721173,2/29/2024,3/6/2024,53154,77015,Wisconsin,Texas,Partial F/SD (LTL Spot Market),8.5,13020.0,1162.95,2.0,USD,1721.0,USD,1550.0,2622.0,2597.0
522,SHP4717293,2/28/2024,2/29/2024,76063,45232,Texas,Ohio,Partial Van (LTL Spot Market),10.1,7254.0,977.23,6.0,USD,1286.6,USD,1100.0,1611.0,1516.0
523,SHP4714575,2/27/2024,2/28/2024,48170,33178,Michigan,Florida,Partial Van (LTL Spot Market),20.0,17600.0,1351.82,10.0,USD,1832.9,USD,1680.0,3267.0,3321.0
524,SHP4713051,2/27/2024,2/28/2024,77032,33166,Texas,Florida,Partial Van (LTL Spot Market),9.0,5770.0,1204.72,1.0,USD,2132.0,USD,1500.0,2684.0,2648.0
525,SHP4710949,2/27/2024,2/27/2024,33010,38637,Florida,Mississippi,Partial Van (LTL Spot Market),23.33,4731.0,976.41,13.0,USD,805.0,USD,700.0,1148.0,1232.0
526,SHP4710666,2/26/2024,2/28/2024,77032,32226,Texas,Florida,Partial F/SD (LTL Spot Market),0.01,9814.0,871.42,1.0,USD,1253.0,USD,1000.0,1997.0,1990.0
527,SHP4710185,2/26/2024,2/27/2024,08831,33166,New Jersey,Florida,Partial Van (LTL Spot Market),28.0,10090.0,1252.25,13.0,USD,2000.0,USD,1800.0,2755.0,2744.0
528,SHP4709874,2/26/2024,2/27/2024,V3Z 0Y6,94515,British Columbia,California,Partial F/SD (LTL Spot Market),13.2,752.0,928.34,4.0,USD,2272.0,USD,2000.0,2592.0,2689.0
529,SHP4709452,2/26/2024,3/1/2024,92551,45241,California,Ohio,Partial F/SD (LTL Spot Market),13.0,2410.0,2157.54,1.0,USD,1590.0,USD,1300.0,3769.0,3697.0
530,SHP4709338,2/26/2024,3/15/2024,07094,33126,New Jersey,Florida,Partial F/SD (LTL Spot Market),22.0,6400.0,1285.71,2.0,USD,1997.0,USD,1900.0,2945.0,2951.0
531,SHP4708246,2/26/2024,2/26/2024,77038,33178,Texas,Florida,Partial Van (LTL Spot Market),22.0,6860.0,1195.36,10.0,USD,1467.85,USD,1300.0,2619.0,2543.0
532,SHP4707278,2/26/2024,2/27/2024,78577,33182,Texas,Florida,Partial Van (LTL Spot Market),17.0,4022.0,1545.62,14.0,USD,2113.0,USD,1800.0,3445.0,3398.0
533,SHP4704262,2/23/2024,2/23/2024,94587,33178,California,Florida,Partial Van (LTL Spot Market),14.0,2765.0,3044.07,7.0,USD,2518.0,USD,2100.0,5487.0,5312.0
534,SHP4701612,2/22/2024,2/23/2024,60090,33172,Illinois,Florida,Partial Van (LTL Spot Market),24.0,8860.0,1423.44,11.0,USD,2204.72,USD,1900.0,3338.0,3328.0
535,SHP4699915,2/22/2024,2/23/2024,33178,92705,Florida,California,Partial Van (LTL Spot Market),4.17,9000.0,2658.69,2.0,USD,1210.0,USD,1050.0,3577.0,3259.0
536,SHP4698305,2/21/2024,2/22/2024,60034,33178,Illinois,Florida,Partial Van (LTL Spot Market),14.0,2892.0,1457.93,7.0,USD,1609.0,USD,1250.0,3394.0,3435.0
537,SHP4696262,2/21/2024,2/26/2024,14787,33182,New York,Florida,Partial F/SD (LTL Spot Market),13.0,2498.0,1341.98,1.0,USD,1600.0,USD,1500.0,3393.0,3351.0
538,SHP4693406,2/20/2024,3/4/2024,33897,54130,Florida,Wisconsin,Partial F/SD (LTL Spot Market),21.0,14000.0,1370.04,1.0,USD,1700.0,USD,1600.0,2230.0,2276.0
539,SHP4693386,2/20/2024,2/21/2024,61080,33178,Illinois,Florida,Partial Van (LTL Spot Market),25.1,3697.0,1481.51,12.0,USD,2106.0,USD,1930.0,3659.0,3572.0
540,SHP4691953,2/20/2024,2/21/2024,33147,08512,Florida,New Jersey,Partial F/SD (LTL Spot Market),21.0,1367.0,1239.9,1.0,USD,1600.0,USD,1300.0,2264.0,2259.0
541,SHP4689699,2/19/2024,2/20/2024,75050,33178,Texas,Florida,Partial Van (LTL Spot Market),16.0,1612.0,1340.08,4.0,USD,1275.77,USD,1000.0,2769.0,2736.0
542,SHP4688422,2/19/2024,2/21/2024,02492,33178,Massachusetts,Florida,Partial Van (LTL Spot Market),11.0,133.0,1491.56,2.0,USD,1549.0,USD,1050.0,3243.0,3167.0
543,SHP4686537,2/16/2024,2/17/2024,55448,28370,Minnesota,North Carolina,Partial Van (LTL Spot Market),19.83,2800.0,1221.39,2.0,USD,1800.0,USD,1400.0,2612.0,2614.0
544,SHP4685591,2/16/2024,2/27/2024,78045,02814,Texas,Rhode Island,Partial Van (LTL Spot Market),24.7,3960.0,934.45,8.0,USD,2894.0,USD,2270.0,3991.0,4150.0
545,SHP4685564,2/16/2024,2/21/2024,07002,33178,New Jersey,Florida,Partial Van (LTL Spot Market),20.0,12196.0,1280.61,12.0,USD,2188.0,USD,2100.0,2867.0,2847.0
546,SHP4683398,2/15/2024,2/16/2024,77032,33315,Texas,Florida,Partial Van (LTL Spot Market),16.0,14400.0,1179.14,4.0,USD,1556.0,USD,1200.0,2641.0,2583.0
547,SHP4682167,2/15/2024,2/16/2024,60060,33178,Illinois,Florida,Partial Van (LTL Spot Market),20.0,10239.0,1427.72,10.0,USD,2505.0,USD,1700.0,3482.0,3398.0
548,SHP4682096,2/15/2024,2/22/2024,97124,33018,Oregon,Florida,Partial F/SD (LTL Spot Market),17.0,10050.0,3258.36,2.0,USD,7576.0,USD,6100.0,6405.0,6021.0
549,SHP4680043,2/14/2024,2/19/2024,27205,78045,North Carolina,Texas,Partial Van (LTL Spot Market),11.3,2350.0,1454.06,5.0,USD,791.41,USD,900.0,2028.0,1964.0
550,SHP4679883,2/14/2024,2/22/2024,54115,33142,Wisconsin,Florida,Partial F/SD (LTL Spot Market),21.0,686.0,1600.31,1.0,USD,2121.0,USD,1900.0,3658.0,3625.0
551,SHP4679220,2/14/2024,2/21/2024,89821,30337,Nevada,Georgia,Partial Van (LTL Spot Market),6.0,6149.0,2170.32,1.0,USD,1866.0,USD,1850.0,3813.0,3833.0
552,SHP4677550,2/14/2024,2/16/2024,08104,33142,New Jersey,Florida,Partial F/SD (LTL Spot Market),8.0,9589.0,1208.9,1.0,USD,1432.0,USD,1300.0,3142.0,2950.0
553,SHP4676603,2/13/2024,2/15/2024,18411,33147,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),17.0,4659.0,1301.66,1.0,USD,1763.0,USD,1700.0,3165.0,3197.0
554,SHP4676456,2/13/2024,2/14/2024,94587,33178,California,Florida,Partial Van (LTL Spot Market),17.5,2583.0,3022.8,9.0,USD,3144.0,USD,2500.0,5796.0,5603.0
555,SHP4675308,2/13/2024,2/16/2024,65401,84184,Missouri,Utah,Partial F/SD (LTL Spot Market),8.0,2900.0,1293.1,1.0,USD,1701.0,USD,1350.0,3759.0,3782.0
556,SHP4671685,2/12/2024,2/13/2024,31061,78041,Georgia,Texas,Partial F/SD (LTL Spot Market),0.01,14000.0,1236.84,1.0,USD,1600.0,USD,1600.0,2498.0,2388.0
557,SHP4665988,2/8/2024,2/12/2024,66031,33182,Kansas,Florida,Partial Van (LTL Spot Market),24.0,20742.0,1507.76,13.0,USD,2994.0,USD,2800.0,3473.0,3373.0
558,SHP4665328,2/8/2024,2/16/2024,90248,49601,California,Michigan,Partial Van (LTL Spot Market),20.0,685.0,2280.6,2.0,USD,2000.0,USD,1800.0,3982.0,3846.0
559,SHP4662867,2/7/2024,2/21/2024,18603,33178,Pennsylvania,Florida,Partial Van (LTL Spot Market),13.33,3348.0,1271.75,8.0,USD,1528.0,USD,1400.0,2872.0,2799.0
560,SHP4660574,2/7/2024,2/7/2024,94587,33178,California,Florida,Partial Van (LTL Spot Market),10.5,1927.0,3022.79,6.0,USD,2117.0,USD,1700.0,5793.0,5649.0
561,SHP4659006,2/6/2024,2/7/2024,98032,90810,Washington,California,Partial Van (LTL Spot Market),7.75,5138.0,1143.36,1.0,USD,1243.5,USD,1100.0,1392.0,1423.0
562,SHP4658931,2/6/2024,2/16/2024,02895,33166,Rhode Island,Florida,Partial F/SD (LTL Spot Market),8.0,2646.0,1483.36,1.0,USD,1612.0,USD,1500.0,3454.0,3487.0
563,SHP4655844,2/5/2024,2/8/2024,90220,47331,California,Indiana,Partial Van (LTL Spot Market),13.0,5100.0,2133.8,12.0,USD,2513.0,USD,2000.0,3735.0,3654.0
564,SHP4655282,2/5/2024,2/19/2024,63069,33178,Missouri,Florida,Partial F/SD (LTL Spot Market),21.0,20.0,1258.05,1.0,USD,1945.0,USD,1500.0,3263.0,3153.0
565,SHP4655107,2/5/2024,2/8/2024,89502,33178,Nevada,Florida,Partial Van (LTL Spot Market),22.3,1902.0,3059.51,10.0,USD,3042.31,USD,2700.0,5212.0,4894.0
566,SHP4654744,2/5/2024,2/6/2024,90810,55733,California,Minnesota,Partial F/SD (LTL Spot Market),7.0,4440.0,2070.33,1.0,USD,1719.0,USD,1600.0,3514.0,3829.0
567,SHP4654317,2/5/2024,2/9/2024,48188,33172,Michigan,Florida,Partial Van (LTL Spot Market),14.58,4664.0,1354.74,2.0,USD,1744.0,USD,1450.0,3512.0,3548.0
568,SHP4653495,2/5/2024,2/13/2024,98032,32218,Washington,Florida,Partial Van (LTL Spot Market),17.0,9278.0,3033.18,10.0,USD,2642.0,USD,2400.0,5328.0,5166.0
569,SHP4650567,2/2/2024,2/6/2024,46143,33178,Indiana,Florida,Partial Van (LTL Spot Market),12.0,2800.0,1188.37,1.0,USD,2350.0,USD,1600.0,3349.0,3275.0
570,SHP4649215,2/2/2024,2/2/2024,60431,32218,Illinois,Florida,Partial F/SD (LTL Spot Market),26.17,3711.0,1093.56,27.0,USD,1780.0,USD,1650.0,2731.0,2711.0
571,SHP4648625,2/2/2024,2/7/2024,01757,33178,Massachusetts,Florida,Partial Van (LTL Spot Market),14.0,14300.0,1481.83,8.0,USD,1858.5,USD,1750.0,3300.0,3235.0
572,SHP4647020,2/1/2024,2/5/2024,01420,78045,Massachusetts,Texas,Partial F/SD (LTL Spot Market),7.0,6694.0,2180.64,1.0,USD,1900.0,USD,1850.0,4426.0,4274.0
573,SHP4646296,2/1/2024,2/1/2024,92231,33166,California,Florida,Partial Van (LTL Spot Market),8.03,4900.0,2546.87,4.0,USD,1300.0,USD,1200.0,5337.0,5350.0
574,SHP4645030,1/31/2024,2/6/2024,75067,33178,Texas,Florida,Partial Van (LTL Spot Market),24.0,5808.0,1333.03,12.0,USD,2220.0,USD,1700.0,2744.0,2763.0
575,SHP4643109,1/31/2024,1/31/2024,98001,32958,Washington,Florida,Partial F/SD (LTL Spot Market),11.83,960.0,3198.79,2.0,USD,2750.0,USD,2200.0,6103.0,5883.0
576,SHP4640401,1/30/2024,1/31/2024,94587,33178,California,Florida,Partial Van (LTL Spot Market),18.0,5405.0,3044.07,10.0,USD,2967.0,USD,2500.0,5787.0,5720.0
577,SHP4638725,1/30/2024,2/8/2024,86301,33323,Arizona,Florida,Partial Van (LTL Spot Market),24.0,1590.0,2351.81,10.0,USD,2300.0,USD,2000.0,4454.0,4324.0
578,SHP4635355,1/29/2024,1/30/2024,57104,33166,South Dakota,Florida,Partial Van (LTL Spot Market),17.0,14180.0,1838.11,20.0,USD,3190.0,USD,2800.0,4362.0,4151.0
